sent_rating,processed_text_NoStopwords,data
positivo,tinha Alexa e comprei pra mãe cuida irmão autismo e a Alexa ajudado a lembrar tarefas diárias terapias e remédios broncas eventuais n passa limites Uso e super indico,2021-07-07 00:00:00
positivo,o melhor presente pude pra avó apaixonada e adorando verdade Qualidade e pediu pra Alexa deitar e tapar cama HAHAH,2022-02-12 00:00:00
positivo,Funciona momentos surda o atrapalha a performance certa atende proposto acredito Alexa tela permite tornar o ambiente imersivo,2021-05-22 00:00:00
positivo,Produto supera expectativas alexa inteligente e precisa a entrega Amazon 2 dias o correios chorar baixinho banho kkkk,2020-12-02 00:00:00
positivo,gostei Alexa a única fiquei decepcionada d bateria e precisar ficar o dia ligada tomada Tirando o restante fiquei satisfeita,2021-03-27 00:00:00
positivo,echo Dot o universo conspira fazendo quase equipamentos Ligando e desligando luzes e equipamentos mover dedo utilizando senas e rotinas,2021-07-25 00:00:00
negativo,Péssimo assistência burocrático hora apresenta problemas manda procedimentos repetidamente fiquei 1 hora pra pra outro dia ligar dinovo e falar engenheiro lixo aprenda o pós venda Apple,2021-04-02 00:00:00
negativo,defeito ano consigo acionar o SAC,2022-03-07 00:00:00
positivo,Chegou previsto amando echo dot alexa atende e o som qualidade parabéns AmazonEstou contando a experiência viu e amando,2021-01-26 00:00:00
positivo,Avaliação utilizo variadas funções o problema o reconhecimento voz precisa melhorado casas ambiente e aumentar o tom voz reconhecido a função,2021-07-14 00:00:00
positivo,A mídia carregada Valeu centavo paguei e consegui configurar mibox 2017.Mesmo tocando música escuta a única estranho e a tomada d 2 pinos e habituado,2021-06-26 00:00:00
positivo,entrega super rápida gostado EchoDot quaisquer problemas reconhecimento voz o volume som ótimo cômodo relativamente médio aproximadamente aprendendo a utilizar skills rs,2021-01-08 00:00:00
positivo,legal acho vale a pena comprar o echo show causa imagem tiver buscando Alexa e som valer a pena recomendo comprar a Alexa a telinha Top sucesso,2022-02-14 00:00:00
negativo,Achava estaria trocando diferença o reconhecimento voz 3 geração reconhecem melhor e rápido e o som achei novamente 3 geração o som alto,2021-03-14 00:00:00
positivo,A Alexa achei fosse incrível Perfeita automatização e facilitar o dia a dia,2021-06-25 00:00:00
positivo,A Alexa ajuda automatização casa saio chego casa deixa conforme programado Claro adquirir equipamentos auxiliar consigo arrepender compra Recomendo 😍 😉,2022-02-01 00:00:00
negativo,O som caixinha ruim 5 milhões músicas ouvir radinho pilha melhor radinho pilha o Echo so funciona plugado tomada ouvir música Compre JBL,2021-10-09 00:00:00
positivo,Notei comparação o modelo 3º geração perde reconhecimento fala estiver falar alto entender a sensibilidade O áudio muda o design legal,2021-07-01 00:00:00
positivo,Compramos expectativa sido útil principalmente ouvido música e sido,2022-02-28 00:00:00
positivo,A qualidade som d chega a escutar chama achei interessante alterá-la idiomas pedir acender a luz tocar música agendar lembrete etc,2021-12-10 00:00:00
positivo,Achei ÓTIMO Prático e fácil configurar O único negativo a qualidade sonora agudo totalidade sonora pessoal ADOREI,2021-10-21 00:00:00
positivo,reconhecimento voz consigo ativar quase casa travou 2 reiniciar problema tornar constante,2021-07-26 00:00:00
positivo,o produto volume nao entende gago rs o restante quase maximo graves nao aparecem músicas,2021-11-01 00:00:00
positivo,A mídia carregada Amei esperando a algum adquirir comprei casa e salao beleza útil a qualidade som incrivel tamanho 1 mes uso nao percebi nenhum distorção audio parabéns Amazon 👏,2021-01-02 00:00:00
negativo,Reconhecimento voz falha diversas sequer ouve a voz chegar gritar contar a confusão comandos A Echo show atende-me melhor,2020-12-03 00:00:00
positivo,dificuldades reconhecer a voz Certas falar alto atender limitada possibilidades apesar vale a pena qualidade som,2021-09-14 00:00:00
positivo,excelente aquisição ótimo assistente pessoa e diversas funções interação Possui ótima qualidade som e conectada a o Spotify Netflix prime vídeo Ifood,2021-07-01 00:00:00
positivo,aprendendo Alexa adorando aprender curiosidades aleatórias gostaria opção voz masculina tipos perda auditiva a voz feminina difícil discriminar,2021-07-07 00:00:00
positivo,Alexia simpática compreende solta piadas graça e começa a falar coisas ninguém perguntou a gente consiga entrar acordo e convivência,2021-02-24 00:00:00
positivo,Comprei presente pro marido e o vagabundo amou mulher pra atender s ordens d pq n q mando,2021-04-30 00:00:00
positivo,Super facil instalar e extremamente intuitivo a compatibilidade app e dispositivos inteligentes confusos,2021-07-01 00:00:00
positivo,a o geração anterior a qualidade reconhecimento voz caiu O outro falava ja porta casa e atendia preciso chegar pra entenda,2020-12-27 00:00:00
positivo,Realmente melhor a 3ª geração a escuta d falha entender o estamos dizendo O som alto a qualidade o efeito Led perfeito forte pra noite total somativa gostei,2021-02-11 00:00:00
positivo,A caixa veio danificada danificou o aparelho Excelente aquisição funciona tipos usuários .Comprei automatizando residência e dando certo,2021-01-04 00:00:00
negativo,consegui instalar o echo dot hora reconhecer a rede wi-fi simplesmente aceita a configuração,2020-12-05 00:00:00
negativo,Inútil famílias compre solteiro pq pra configurar várias contas Spotify Amazon Music tijolo digital pra pessoa gerenciar,2021-04-15 00:00:00
positivo,Comprei filha adorando qualidade super potente caixa som toca super b músicas Pena ficar ligada a tomada funcionar,2021-04-19 00:00:00
positivo,Amei Alexa!!!E surda contrário escuta indico a compra,2021-12-21 00:00:00
negativo,a tá acontecendo Alexa escuta achei surda negativo lexa,2021-02-28 00:00:00
positivo,Excelente a funcionalidade dispositivo Usamos ouvir música informações e notícias timer despertador curiosidades e O dispositivo preciso reconhecimento voz e resposta s solicitações,2021-08-02 00:00:00
negativo,o mundo seguindo tecnologia wired fio fiquei chateado deixá-la conectada tomada o e o pior preta fio branco |Mas atende s expectativas,2021-07-13 00:00:00
negativo,Comprei especificamente utilizar modo home theater fire TV cube 2 gen O problema simplesmente funciona trava frequentemente e o som funcionar O modo completamente instável Arrependimento,2021-04-04 00:00:00
negativo,achei modelo tenha qualidade volume áudio melhor o Echo Dot 3 esperado achei o microfone d modelo dificuldade ouvir pronuncia a palavra ativação,2021-05-17 00:00:00
positivo,gostei Echo Dot a Alexa divertida e útil Obviamente produto complexidade configuração principalmente automação frustrante pessoas vale o investimento,2020-12-28 00:00:00
positivo,linda gostei e principalmente pensei embalado e a entrega prazo a clientes ficassemos satisfeitos produtos e o trabalho oferecido,2021-06-07 00:00:00
positivo,Reconhecimento voz longa distância Qualidade som superior imaginava mãe realizada a possibilidade criar listas compras comando voz odiava sozinha,2021-07-11 00:00:00
positivo,esperava A única reclamar a potência som volumes altos fica grave volume e a potência mencionada algum,2020-12-18 00:00:00
negativo,legal ambientes pequenos o som alto vc pensa amplificar o som TV esquece o Echo Dot propiciar propõe a legal,2022-02-12 00:00:00
positivo,Melhor aquisição 2020.Volume excelente qualidade som tb poderia melhorar funções emInglês várias skills q a Alexa português,2020-12-25 00:00:00
negativo,cara e nao o modelo simples Melhor a bolachinha o modelo vídeo intermediaria nao recomendo,2022-01-03 00:00:00
positivo,divertida e funcional casa ficando inteligente,2021-01-09 00:00:00
positivo,Gostei praticamente a Alexa torna coisas práticas e fáceis Adorando detalhe echo dot,2021-07-01 00:00:00
positivo,Vou devolver comprar outro 3a geração surdo consegui adaptar,2021-12-15 00:00:00
positivo,divertimos a Alexa Aprendemos Infelizmente acessórios poderiam deixar confortável caros lâmpadas led tá valendo amamos,2021-07-21 00:00:00
positivo,O único ouve comandos voz vi vídeos pessoas reclamando mínimo melhorar,2020-11-26 00:00:00
positivo,Gostei qualidade som facilidade entender comandos capacidade captura microfones O faltou pequena bateria q permitisse mover o Echo Dot perder a conexão outro energia,2020-12-18 00:00:00
positivo,Ótimo produto vantagem o assistente Google a Alexia possui saída áudio d consegue ligar caixinha som normal ampliar a experiência Outro positivo a integração o DEEZER,2020-11-29 00:00:00
positivo,linda amando dificuldade reconhecer voz dava erro várias tentativas consegui A entrega rápida fiz o pedido dia 21/07/21 e chegou dia 24,2021-06-25 00:00:00
positivo,"Qualidade som 1 alto-falante 1,6 s a Alexa responde reproduzindo música",2021-06-22 00:00:00
positivo,pequena a qualidade som realce grave e a Echo Dot fica devendo causa tamanho Ótimo custo benefício,2021-06-30 00:00:00
negativo,Produto som competente e excelente design o produto ouve ambientes pequenos atende 100 será único dispositivo alexa Procure a echo dot geração,2021-09-08 00:00:00
positivo,Achei o produto chegou prometido funciona e cumpre o prometido Visual pequena e acabado o som surpreende Única achei ruim funciona ligada tomada,2022-02-16 00:00:00
positivo,Qualidade som O escuta deixou tv e atende Som batida agradável e alto estiver falar alto,2021-12-19 00:00:00
negativo,gostei fato vc pedir pra tocar músicas cantor e tocar umaRádio o nome cantor pediu E rádio toca músicas d cantor Toca qqr eh saco,2021-03-14 00:00:00
negativo,falo e escuta brilha azul e falo o pedi a versão barata o som quiser o som melhor pegue versão cara,2021-09-09 00:00:00
positivo,Pequena e poderosa cera ouvidos escuta sussurro Atende comandos imediato som claro e distorção a bolinha 5 estrela recomendo Cumpre a promessa,2021-12-24 00:00:00
positivo,qualidade perfeita propõe acho elevado Prime Day vale a pena a 3 ° geração e recebi a irmã gordinha,2021-06-24 00:00:00
positivo,Acabei receber gosto Alexa satisfeito e o proporciona,2021-04-11 00:00:00
positivo,O produto alternativa escutar música alguém conversar e ficar informado legal,2022-02-07 00:00:00
positivo,A mídia carregada Qualidade som e ouve respondeu o vídeo pessoa falando Alexa responde mãe mãe chama lecha,2022-01-30 00:00:00
positivo,A qualidade som apesar tamanho e a facilidade instalação fortes adianta gritar o som ambiente estiver alto hein precisa cutucadinha n pra ouvir kkk,2021-02-23 00:00:00
positivo,e interessante problema indentificar o comando Alexa Muitas falar 2 a 3 pra entender,2021-10-17 00:00:00
positivo,Gostei Echo Dot A Alexa útil pra preguiça igual kkkk reconhecimento voz s a tv tá ligada e o volume alto reconhece chamo normal funções boas e respostas rápidas Entrega super rápida recomendo,2020-12-24 00:00:00
positivo,geração ficou charme recomendo a,2021-01-04 00:00:00
positivo,Chegou dia previsto ótima pra auxiliar dia a dia lâmpadas inteligentes comprarei Ajuda principalmente informações dia a dia,2021-07-31 00:00:00
positivo,Microfone sensível o echo dot 3 e o áudio pra cômodo o resto fica eco,2021-07-04 00:00:00
positivo,A Alexa funcional e ótimo som modelo deixou a desejar quesito leitura obras.notei palavras a pronúncia d soa diferente comprometa o entendimento,2022-03-04 00:00:00
positivo,achei a captação som excelente coloquei o echo e escuta d o som alto o tamanho e a qualidade ótima Recomendo,2020-12-20 00:00:00
positivo,Alem d o som ótimo principalmente regular voz e o reconhecimento voz realmente impressionante falo un tom voz normal elevar outro sala e escuta problemas,2021-06-07 00:00:00
positivo,A geração anterior melhor som alto e qualidade melhor!Sinceramente arrependi reduzi estrelas o produto qualidade perde goleada pra irmã velha,2021-01-05 00:00:00
positivo,A echo dot bonita design interessante e som melhor a versão anterior Perdendo reconhecimento voz acho microfones eficiente a 3a geração,2020-12-21 00:00:00
positivo,A qualidade áudio ótima pra sentir o grave volume O deixou a desejar o reconhecimento voz fala a geração anterior sensível e responde rápido,2021-02-23 00:00:00
positivo,Gostei qualidade som Echo Dot 4 Senti Upgrade qualidade som comparado a Echo Dot 3.Pra Echo Dot vale a pena comprar a 4ª Geração,2021-05-18 00:00:00
positivo,ótimo rotina achei interessante a gente adicionar rotina pra ligar e desligar aparelho n rotina desliga a rotina aparelho vc desligou rotina liga,2021-03-27 00:00:00
positivo,Produto excelente Estável som excelente e fácil instalação prático principalmente pessoas dificuldades motoras acamadas entreter crianças e adultos,2021-04-04 00:00:00
